"Species","Year","Rate","PARAMETER","param.descr","value"
"FOSP",2001,296.576597754224,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"FOSP",2001,296.576597754224,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.7
"FOSP",2001,296.576597754224,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.57
"FOSP",2001,296.576597754224,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"FOSP",2001,296.576597754224,"WS2M","Wind Speed at 2 Meters (m/s) ",1.75
"FOSP",2001,296.576597754224,"WS10M","Wind Speed at 10 Meters (m/s) ",3.04
"FOSP",2001,296.576597754224,NA,"Populationpersons",1688082
"FOSP",2001,296.576597754224,NA,"Percapitapersonalincome",51385
"FOSP",2001,296.576597754224,NA,"Farmproprietorsincome",90187
"FOSP",2001,296.576597754224,NA,"Nonfarmproprietorsincome",8373294
"FOSP",2001,296.576597754224,NA,"Farmproprietorsemployment",1025
"FOSP",2001,296.576597754224,NA,"Nonfarmproprietorsemployment",163085
"FOSP",2002,320.471938724415,"PRECTOT","Precipitation (mm day-1) ",490.39
"FOSP",2002,320.471938724415,"RH2M","Relative Humidity at 2 Meters (%) ",68.08
"FOSP",2002,320.471938724415,"T2M","Temperature at 2 Meters (C) ",13.85
"FOSP",2002,320.471938724415,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.27
"FOSP",2002,320.471938724415,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.39
"FOSP",2002,320.471938724415,"PS","Surface Pressure (kPa) ",98.87
"FOSP",2002,320.471938724415,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.96
"FOSP",2002,320.471938724415,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.59
"FOSP",2002,320.471938724415,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.38
"FOSP",2002,320.471938724415,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.76
"FOSP",2002,320.471938724415,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"FOSP",2002,320.471938724415,"WS10M","Wind Speed at 10 Meters (m/s) ",2.96
"FOSP",2002,320.471938724415,NA,"Populationpersons",1669348
"FOSP",2002,320.471938724415,NA,"Percapitapersonalincome",48667
"FOSP",2002,320.471938724415,NA,"Farmproprietorsincome",62487
"FOSP",2002,320.471938724415,NA,"Nonfarmproprietorsincome",9089287
"FOSP",2002,320.471938724415,NA,"Farmproprietorsemployment",948
"FOSP",2002,320.471938724415,NA,"Nonfarmproprietorsemployment",167524
"FOSP",2003,286.108110121819,"PRECTOT","Precipitation (mm day-1) ",452.78
"FOSP",2003,286.108110121819,"RH2M","Relative Humidity at 2 Meters (%) ",69.45
"FOSP",2003,286.108110121819,"T2M","Temperature at 2 Meters (C) ",14.4
"FOSP",2003,286.108110121819,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.57
"FOSP",2003,286.108110121819,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.02
"FOSP",2003,286.108110121819,"PS","Surface Pressure (kPa) ",98.82
"FOSP",2003,286.108110121819,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.91
"FOSP",2003,286.108110121819,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.58
"FOSP",2003,286.108110121819,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.37
"FOSP",2003,286.108110121819,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"FOSP",2003,286.108110121819,"WS2M","Wind Speed at 2 Meters (m/s) ",1.66
"FOSP",2003,286.108110121819,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"FOSP",2003,286.108110121819,NA,"Populationpersons",1663592
"FOSP",2003,286.108110121819,NA,"Percapitapersonalincome",49182
"FOSP",2003,286.108110121819,NA,"Farmproprietorsincome",51772
"FOSP",2003,286.108110121819,NA,"Nonfarmproprietorsincome",8707737
"FOSP",2003,286.108110121819,NA,"Farmproprietorsemployment",891
"FOSP",2003,286.108110121819,NA,"Nonfarmproprietorsemployment",180965
"FOSP",2004,312.771502886849,"PRECTOT","Precipitation (mm day-1) ",454.93
"FOSP",2004,312.771502886849,"RH2M","Relative Humidity at 2 Meters (%) ",68.56
"FOSP",2004,312.771502886849,"T2M","Temperature at 2 Meters (C) ",14.24
"FOSP",2004,312.771502886849,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.54
"FOSP",2004,312.771502886849,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.81
"FOSP",2004,312.771502886849,"PS","Surface Pressure (kPa) ",98.83
"FOSP",2004,312.771502886849,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"FOSP",2004,312.771502886849,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.66
"FOSP",2004,312.771502886849,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.5
"FOSP",2004,312.771502886849,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.77
"FOSP",2004,312.771502886849,"WS2M","Wind Speed at 2 Meters (m/s) ",1.73
"FOSP",2004,312.771502886849,"WS10M","Wind Speed at 10 Meters (m/s) ",3.02
"FOSP",2004,312.771502886849,NA,"Populationpersons",1663167
"FOSP",2004,312.771502886849,NA,"Percapitapersonalincome",50837
"FOSP",2004,312.771502886849,NA,"Farmproprietorsincome",45419
"FOSP",2004,312.771502886849,NA,"Nonfarmproprietorsincome",7251911
"FOSP",2004,312.771502886849,NA,"Farmproprietorsemployment",857
"FOSP",2004,312.771502886849,NA,"Nonfarmproprietorsemployment",192893
"FOSP",2005,387.069922281696,"PRECTOT","Precipitation (mm day-1) ",605.8
"FOSP",2005,387.069922281696,"RH2M","Relative Humidity at 2 Meters (%) ",70.67
"FOSP",2005,387.069922281696,"T2M","Temperature at 2 Meters (C) ",14.25
"FOSP",2005,387.069922281696,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.33
"FOSP",2005,387.069922281696,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.88
"FOSP",2005,387.069922281696,"PS","Surface Pressure (kPa) ",98.8
"FOSP",2005,387.069922281696,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"FOSP",2005,387.069922281696,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.56
"FOSP",2005,387.069922281696,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.34
"FOSP",2005,387.069922281696,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.67
"FOSP",2005,387.069922281696,"WS2M","Wind Speed at 2 Meters (m/s) ",1.65
"FOSP",2005,387.069922281696,"WS10M","Wind Speed at 10 Meters (m/s) ",2.89
"FOSP",2005,387.069922281696,NA,"Populationpersons",1675312
"FOSP",2005,387.069922281696,NA,"Percapitapersonalincome",53433
"FOSP",2005,387.069922281696,NA,"Farmproprietorsincome",34964
"FOSP",2005,387.069922281696,NA,"Nonfarmproprietorsincome",6863366
"FOSP",2005,387.069922281696,NA,"Farmproprietorsemployment",850
"FOSP",2005,387.069922281696,NA,"Nonfarmproprietorsemployment",196156
"FOSP",2006,203.519510328998,"PRECTOT","Precipitation (mm day-1) ",523.96
"FOSP",2006,203.519510328998,"RH2M","Relative Humidity at 2 Meters (%) ",70.24
"FOSP",2006,203.519510328998,"T2M","Temperature at 2 Meters (C) ",13.85
"FOSP",2006,203.519510328998,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.03
"FOSP",2006,203.519510328998,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.46
"FOSP",2006,203.519510328998,"PS","Surface Pressure (kPa) ",98.84
"FOSP",2006,203.519510328998,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.86
"FOSP",2006,203.519510328998,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.5
"FOSP",2006,203.519510328998,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.23
"FOSP",2006,203.519510328998,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.59
"FOSP",2006,203.519510328998,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"FOSP",2006,203.519510328998,"WS10M","Wind Speed at 10 Meters (m/s) ",2.82
"FOSP",2006,203.519510328998,NA,"Populationpersons",1691159
"FOSP",2006,203.519510328998,NA,"Percapitapersonalincome",58389
"FOSP",2006,203.519510328998,NA,"Farmproprietorsincome",34981
"FOSP",2006,203.519510328998,NA,"Nonfarmproprietorsincome",7584723
"FOSP",2006,203.519510328998,NA,"Farmproprietorsemployment",829
"FOSP",2006,203.519510328998,NA,"Nonfarmproprietorsemployment",201926
"FOSP",2007,172.358958060378,"PRECTOT","Precipitation (mm day-1) ",278.14
"FOSP",2007,172.358958060378,"RH2M","Relative Humidity at 2 Meters (%) ",66.03
"FOSP",2007,172.358958060378,"T2M","Temperature at 2 Meters (C) ",13.74
"FOSP",2007,172.358958060378,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.5
"FOSP",2007,172.358958060378,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.06
"FOSP",2007,172.358958060378,"PS","Surface Pressure (kPa) ",98.91
"FOSP",2007,172.358958060378,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"FOSP",2007,172.358958060378,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"FOSP",2007,172.358958060378,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.41
"FOSP",2007,172.358958060378,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.71
"FOSP",2007,172.358958060378,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"FOSP",2007,172.358958060378,"WS10M","Wind Speed at 10 Meters (m/s) ",2.97
"FOSP",2007,172.358958060378,NA,"Populationpersons",1712026
"FOSP",2007,172.358958060378,NA,"Percapitapersonalincome",62558
"FOSP",2007,172.358958060378,NA,"Farmproprietorsincome",32235
"FOSP",2007,172.358958060378,NA,"Nonfarmproprietorsincome",7385560
"FOSP",2007,172.358958060378,NA,"Farmproprietorsemployment",878
"FOSP",2007,172.358958060378,NA,"Nonfarmproprietorsemployment",217987
"FOSP",2008,173.434587911608,"PRECTOT","Precipitation (mm day-1) ",435.18
"FOSP",2008,173.434587911608,"RH2M","Relative Humidity at 2 Meters (%) ",65.88
"FOSP",2008,173.434587911608,"T2M","Temperature at 2 Meters (C) ",13.93
"FOSP",2008,173.434587911608,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.72
"FOSP",2008,173.434587911608,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.19
"FOSP",2008,173.434587911608,"PS","Surface Pressure (kPa) ",98.86
"FOSP",2008,173.434587911608,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.93
"FOSP",2008,173.434587911608,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.66
"FOSP",2008,173.434587911608,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.51
"FOSP",2008,173.434587911608,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.7
"FOSP",2008,173.434587911608,"WS2M","Wind Speed at 2 Meters (m/s) ",1.73
"FOSP",2008,173.434587911608,"WS10M","Wind Speed at 10 Meters (m/s) ",3.01
"FOSP",2008,173.434587911608,NA,"Populationpersons",1740964
"FOSP",2008,173.434587911608,NA,"Percapitapersonalincome",61503
"FOSP",2008,173.434587911608,NA,"Farmproprietorsincome",32626
"FOSP",2008,173.434587911608,NA,"Nonfarmproprietorsincome",7518520
"FOSP",2008,173.434587911608,NA,"Farmproprietorsemployment",868
"FOSP",2008,173.434587911608,NA,"Nonfarmproprietorsemployment",217985
"FOSP",2009,291.627112208088,"PRECTOT","Precipitation (mm day-1) ",518.36
"FOSP",2009,291.627112208088,"RH2M","Relative Humidity at 2 Meters (%) ",67.84
"FOSP",2009,291.627112208088,"T2M","Temperature at 2 Meters (C) ",13.77
"FOSP",2009,291.627112208088,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.23
"FOSP",2009,291.627112208088,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.29
"FOSP",2009,291.627112208088,"PS","Surface Pressure (kPa) ",98.83
"FOSP",2009,291.627112208088,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.95
"FOSP",2009,291.627112208088,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.6
"FOSP",2009,291.627112208088,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.4
"FOSP",2009,291.627112208088,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.76
"FOSP",2009,291.627112208088,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"FOSP",2009,291.627112208088,"WS10M","Wind Speed at 10 Meters (m/s) ",2.98
"FOSP",2009,291.627112208088,NA,"Populationpersons",1765137
"FOSP",2009,291.627112208088,NA,"Percapitapersonalincome",57097
"FOSP",2009,291.627112208088,NA,"Farmproprietorsincome",78208
"FOSP",2009,291.627112208088,NA,"Nonfarmproprietorsincome",8217456
"FOSP",2009,291.627112208088,NA,"Farmproprietorsemployment",855
"FOSP",2009,291.627112208088,NA,"Nonfarmproprietorsemployment",222801
"FOSP",2010,225.534263845089,"PRECTOT","Precipitation (mm day-1) ",741.15
"FOSP",2010,225.534263845089,"RH2M","Relative Humidity at 2 Meters (%) ",72.52
"FOSP",2010,225.534263845089,"T2M","Temperature at 2 Meters (C) ",13.32
"FOSP",2010,225.534263845089,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.1
"FOSP",2010,225.534263845089,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.26
"FOSP",2010,225.534263845089,"PS","Surface Pressure (kPa) ",98.75
"FOSP",2010,225.534263845089,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.94
"FOSP",2010,225.534263845089,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.62
"FOSP",2010,225.534263845089,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.43
"FOSP",2010,225.534263845089,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.73
"FOSP",2010,225.534263845089,"WS2M","Wind Speed at 2 Meters (m/s) ",1.7
"FOSP",2010,225.534263845089,"WS10M","Wind Speed at 10 Meters (m/s) ",2.96
"FOSP",2010,225.534263845089,NA,"Populationpersons",1786079
"FOSP",2010,225.534263845089,NA,"Percapitapersonalincome",61330
"FOSP",2010,225.534263845089,NA,"Farmproprietorsincome",81441
"FOSP",2010,225.534263845089,NA,"Nonfarmproprietorsincome",9032788
"FOSP",2010,225.534263845089,NA,"Farmproprietorsemployment",849
"FOSP",2010,225.534263845089,NA,"Nonfarmproprietorsemployment",221813
"FOSP",2011,184.69326099551,"PRECTOT","Precipitation (mm day-1) ",491.5
"FOSP",2011,184.69326099551,"RH2M","Relative Humidity at 2 Meters (%) ",71.22
"FOSP",2011,184.69326099551,"T2M","Temperature at 2 Meters (C) ",12.99
"FOSP",2011,184.69326099551,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",20.07
"FOSP",2011,184.69326099551,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",7.76
"FOSP",2011,184.69326099551,"PS","Surface Pressure (kPa) ",98.86
"FOSP",2011,184.69326099551,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.93
"FOSP",2011,184.69326099551,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.59
"FOSP",2011,184.69326099551,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.38
"FOSP",2011,184.69326099551,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.72
"FOSP",2011,184.69326099551,"WS2M","Wind Speed at 2 Meters (m/s) ",1.69
"FOSP",2011,184.69326099551,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"FOSP",2011,184.69326099551,NA,"Populationpersons",1812166
"FOSP",2011,184.69326099551,NA,"Percapitapersonalincome",66406
"FOSP",2011,184.69326099551,NA,"Farmproprietorsincome",69231
"FOSP",2011,184.69326099551,NA,"Nonfarmproprietorsincome",9665331
"FOSP",2011,184.69326099551,NA,"Farmproprietorsemployment",837
"FOSP",2011,184.69326099551,NA,"Nonfarmproprietorsemployment",227959
"FOSP",2012,209.180265369143,"PRECTOT","Precipitation (mm day-1) ",625.06
"FOSP",2012,209.180265369143,"RH2M","Relative Humidity at 2 Meters (%) ",66.86
"FOSP",2012,209.180265369143,"T2M","Temperature at 2 Meters (C) ",13.82
"FOSP",2012,209.180265369143,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.4
"FOSP",2012,209.180265369143,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.17
"FOSP",2012,209.180265369143,"PS","Surface Pressure (kPa) ",98.85
"FOSP",2012,209.180265369143,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.96
"FOSP",2012,209.180265369143,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.72
"FOSP",2012,209.180265369143,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.59
"FOSP",2012,209.180265369143,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.75
"FOSP",2012,209.180265369143,"WS2M","Wind Speed at 2 Meters (m/s) ",1.77
"FOSP",2012,209.180265369143,"WS10M","Wind Speed at 10 Meters (m/s) ",3.07
"FOSP",2012,209.180265369143,NA,"Populationpersons",1838370
"FOSP",2012,209.180265369143,NA,"Percapitapersonalincome",72792
"FOSP",2012,209.180265369143,NA,"Farmproprietorsincome",94360
"FOSP",2012,209.180265369143,NA,"Nonfarmproprietorsincome",10271124
"FOSP",2012,209.180265369143,NA,"Farmproprietorsemployment",820
"FOSP",2012,209.180265369143,NA,"Nonfarmproprietorsemployment",228762
"FOSP",2013,226.7099308149,"PRECTOT","Precipitation (mm day-1) ",120.46
"FOSP",2013,226.7099308149,"RH2M","Relative Humidity at 2 Meters (%) ",63.67
"FOSP",2013,226.7099308149,"T2M","Temperature at 2 Meters (C) ",14.04
"FOSP",2013,226.7099308149,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.97
"FOSP",2013,226.7099308149,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",8.25
"FOSP",2013,226.7099308149,"PS","Surface Pressure (kPa) ",98.88
"FOSP",2013,226.7099308149,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.91
"FOSP",2013,226.7099308149,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.57
"FOSP",2013,226.7099308149,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.36
"FOSP",2013,226.7099308149,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.67
"FOSP",2013,226.7099308149,"WS2M","Wind Speed at 2 Meters (m/s) ",1.67
"FOSP",2013,226.7099308149,"WS10M","Wind Speed at 10 Meters (m/s) ",2.91
"FOSP",2013,226.7099308149,NA,"Populationpersons",1867302
"FOSP",2013,226.7099308149,NA,"Percapitapersonalincome",72927
"FOSP",2013,226.7099308149,NA,"Farmproprietorsincome",105915
"FOSP",2013,226.7099308149,NA,"Nonfarmproprietorsincome",10035449
"FOSP",2013,226.7099308149,NA,"Farmproprietorsemployment",834
"FOSP",2013,226.7099308149,NA,"Nonfarmproprietorsemployment",233578
"FOSP",2014,226.190476076035,"PRECTOT","Precipitation (mm day-1) ",559.98
"FOSP",2014,226.190476076035,"RH2M","Relative Humidity at 2 Meters (%) ",65.03
"FOSP",2014,226.190476076035,"T2M","Temperature at 2 Meters (C) ",15.67
"FOSP",2014,226.190476076035,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",23.41
"FOSP",2014,226.190476076035,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",10.01
"FOSP",2014,226.190476076035,"PS","Surface Pressure (kPa) ",98.81
"FOSP",2014,226.190476076035,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"FOSP",2014,226.190476076035,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.57
"FOSP",2014,226.190476076035,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.33
"FOSP",2014,226.190476076035,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.61
"FOSP",2014,226.190476076035,"WS2M","Wind Speed at 2 Meters (m/s) ",1.63
"FOSP",2014,226.190476076035,"WS10M","Wind Speed at 10 Meters (m/s) ",2.84
"FOSP",2014,226.190476076035,NA,"Populationpersons",1892984
"FOSP",2014,226.190476076035,NA,"Percapitapersonalincome",79055
"FOSP",2014,226.190476076035,NA,"Farmproprietorsincome",115041
"FOSP",2014,226.190476076035,NA,"Nonfarmproprietorsincome",10592419
"FOSP",2014,226.190476076035,NA,"Farmproprietorsemployment",800
"FOSP",2014,226.190476076035,NA,"Nonfarmproprietorsemployment",238672
"FOSP",2015,404.817903214311,"PRECTOT","Precipitation (mm day-1) ",302.7
"FOSP",2015,404.817903214311,"RH2M","Relative Humidity at 2 Meters (%) ",67.94
"FOSP",2015,404.817903214311,"T2M","Temperature at 2 Meters (C) ",15.1
"FOSP",2015,404.817903214311,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",22.42
"FOSP",2015,404.817903214311,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.76
"FOSP",2015,404.817903214311,"PS","Surface Pressure (kPa) ",98.83
"FOSP",2015,404.817903214311,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.89
"FOSP",2015,404.817903214311,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.51
"FOSP",2015,404.817903214311,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.24
"FOSP",2015,404.817903214311,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.6
"FOSP",2015,404.817903214311,"WS2M","Wind Speed at 2 Meters (m/s) ",1.62
"FOSP",2015,404.817903214311,"WS10M","Wind Speed at 10 Meters (m/s) ",2.81
"FOSP",2015,404.817903214311,NA,"Populationpersons",1917481
"FOSP",2015,404.817903214311,NA,"Percapitapersonalincome",86188
"FOSP",2015,404.817903214311,NA,"Farmproprietorsincome",195080
"FOSP",2015,404.817903214311,NA,"Nonfarmproprietorsincome",11082780
"FOSP",2015,404.817903214311,NA,"Farmproprietorsemployment",798
"FOSP",2015,404.817903214311,NA,"Nonfarmproprietorsemployment",250472
"FOSP",2016,255.589462546069,"PRECTOT","Precipitation (mm day-1) ",643.39
"FOSP",2016,255.589462546069,"RH2M","Relative Humidity at 2 Meters (%) ",70.72
"FOSP",2016,255.589462546069,"T2M","Temperature at 2 Meters (C) ",14.55
"FOSP",2016,255.589462546069,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.6
"FOSP",2016,255.589462546069,"T2M_MIN","Minimum Temperature at 2 Meters (C) ",9.24
"FOSP",2016,255.589462546069,"PS","Surface Pressure (kPa) ",98.86
"FOSP",2016,255.589462546069,"WS2M_MIN","Minimum Wind Speed at 2 Meters (m/s) ",0.92
"FOSP",2016,255.589462546069,"WS2M_MAX","Maximum Wind Speed at 2 Meters (m/s) ",2.61
"FOSP",2016,255.589462546069,"WS10M_MAX","Maximum Wind Speed at 10 Meters (m/s) ",4.42
"FOSP",2016,255.589462546069,"WS10M_MIN","Minimum Wind Speed at 10 Meters (m/s) ",1.69
"FOSP",2016,255.589462546069,"WS2M","Wind Speed at 2 Meters (m/s) ",1.69
"FOSP",2016,255.589462546069,"WS10M","Wind Speed at 10 Meters (m/s) ",2.95
"FOSP",2016,255.589462546069,NA,"Populationpersons",1929581
"FOSP",2016,255.589462546069,NA,"Percapitapersonalincome",92505
"FOSP",2016,255.589462546069,NA,"Farmproprietorsincome",184309
"FOSP",2016,255.589462546069,NA,"Nonfarmproprietorsincome",11798880
"FOSP",2016,255.589462546069,NA,"Farmproprietorsemployment",774
"FOSP",2016,255.589462546069,NA,"Nonfarmproprietorsemployment",254901
"FOSP",2017,450.24816828439,"PRECTOT","Precipitation (mm day-1) ",716.61
"FOSP",2017,450.24816828439,"RH2M","Relative Humidity at 2 Meters (%) ",67.4
"FOSP",2017,450.24816828439,"T2M","Temperature at 2 Meters (C) ",14.75
"FOSP",2017,450.24816828439,"T2M_MAX","Maximum Temperature at 2 Meters (C) ",21.92
